time_s,ir,bpm,avg_bpm
4.066798448562622,100593.0,0.0,0.0
4.126862525939941,100792.0,0.0,0.0
4.1868462562561035,100798.0,0.0,0.0
4.246813058853149,100603.0,0.0,0.0
4.306825399398804,99766.0,0.0,0.0
4.366857051849365,99749.0,0.0,0.0
4.426782846450806,99712.0,0.0,0.0
4.486776351928711,99712.0,0.0,0.0
4.546858310699463,99488.0,0.0,0.0
4.606795310974121,99504.0,0.0,0.0
4.666869878768921,99458.0,0.0,0.0
4.726778745651245,98050.0,0.0,0.0
4.786804676055908,98037.0,0.0,0.0
4.844795227050781,98556.0,0.0,0.0
4.904798746109009,98103.0,0.0,0.0
4.964800834655762,98626.0,0.0,0.0
5.024891376495361,99731.0,0.0,0.0
5.084803819656372,100891.0,0.0,0.0
5.144900321960449,101456.0,0.0,0.0
5.204854965209961,101451.0,0.0,0.0
5.264838457107544,101317.0,0.0,0.0
5.324799299240112,101110.0,0.0,0.0
5.384823322296143,101643.0,0.0,0.0
5.4447948932647705,101598.0,0.0,0.0
5.504891872406006,101027.0,0.0,0.0
5.5648033618927,100673.0,0.0,0.0
5.6228625774383545,100456.0,0.0,0.0
5.682851552963257,99699.0,0.0,0.0
5.74280571937561,98407.0,0.0,0.0
5.802760124206543,98307.0,0.0,0.0
5.862804651260376,98401.0,0.0,0.0
5.922785758972168,97376.0,0.0,0.0
5.98277735710144,97405.0,0.0,0.0
6.042787790298462,98445.0,0.0,0.0
6.102793455123901,98797.0,0.0,0.0
6.162809133529663,98746.0,0.0,0.0
6.222794771194458,98672.0,0.0,0.0
6.2828147411346436,99524.0,0.0,0.0
6.342772722244263,100387.0,0.0,0.0
6.400815010070801,100536.0,0.0,0.0
6.460797309875488,100316.0,0.0,0.0
6.520819425582886,99860.0,0.0,0.0
6.580818176269531,99753.0,0.0,0.0
6.640927314758301,100468.0,0.0,0.0
6.700806617736816,100324.0,0.0,0.0
6.76084566116333,100053.0,0.0,0.0
6.8208229541778564,99908.0,0.0,0.0
6.880841255187988,99547.0,0.0,0.0
6.94081449508667,99178.0,0.0,0.0
7.000783443450928,100358.0,0.0,0.0
7.060762882232666,101393.0,0.0,0.0
7.120844602584839,100837.0,0.0,0.0
7.178788661956787,101295.0,0.0,0.0
7.238805532455444,101842.0,0.0,0.0
7.298800468444824,101779.0,0.0,0.0
7.35876989364624,101458.0,0.0,0.0
7.4187774658203125,101039.0,0.0,0.0
7.47880744934082,101158.0,0.0,0.0
7.538771152496338,101930.0,0.0,0.0
7.598764181137085,101723.0,0.0,0.0
7.658815622329712,100589.0,0.0,0.0
7.718775033950806,99863.0,0.0,0.0
7.7787840366363525,100296.0,0.0,0.0
7.838773012161255,100720.0,0.0,0.0
7.898807764053345,100816.0,0.0,0.0
7.956736087799072,100434.0,0.0,0.0
8.01683259010315,99283.0,0.0,0.0
8.07683801651001,98720.0,0.0,0.0
8.136732816696167,99269.0,0.0,0.0
8.196789026260376,99453.0,0.0,0.0
8.256823301315308,99032.0,0.0,0.0
8.316797494888306,98642.0,0.0,0.0
8.376739978790283,98463.0,0.0,0.0
8.436731815338135,98324.0,0.0,0.0
8.496752977371216,98919.0,0.0,0.0
8.556774854660034,99331.0,0.0,0.0
8.61677074432373,99295.0,0.0,0.0
8.675723791122437,99337.0,0.0,0.0
8.73482370376587,98731.0,0.0,0.0
8.794775247573853,97479.0,0.0,0.0
8.85486388206482,96058.0,0.0,0.0
8.914760828018188,96697.0,0.0,0.0
8.97475814819336,97819.0,0.0,0.0
9.034771203994751,98225.0,0.0,0.0
9.094727039337158,98275.0,0.0,0.0
9.154768705368042,98806.0,0.0,0.0
9.214781522750854,99180.0,0.0,0.0
9.27478313446045,98816.0,0.0,0.0
9.334782838821411,98594.0,0.0,0.0
9.394766807556152,98932.0,0.0,0.0
9.454810619354248,98778.0,0.0,0.0
9.5127534866333,98378.0,0.0,0.0
9.57278060913086,97955.0,0.0,0.0
9.632747411727905,98287.0,0.0,0.0
9.692800521850586,98648.0,0.0,0.0
9.752777099609375,98742.0,0.0,0.0
9.812753677368164,98498.0,0.0,0.0
9.87275743484497,97527.0,0.0,0.0
9.932808637619019,98093.0,0.0,0.0
9.992761850357056,98903.0,0.0,0.0
10.052721500396729,98478.0,0.0,0.0
10.112751960754395,97567.0,0.0,0.0
10.17275857925415,97960.0,0.0,0.0
10.23275899887085,98129.0,0.0,0.0
10.290757894515991,98279.0,0.0,0.0
10.350738763809204,98793.0,0.0,0.0
10.410696744918823,98800.0,0.0,0.0
10.470723390579224,97527.0,0.0,0.0
10.530789136886597,97282.0,0.0,0.0
10.590778827667236,97891.0,0.0,0.0
10.650780439376831,98273.0,0.0,0.0
10.710728406906128,98726.0,0.0,0.0
10.770729303359985,98343.0,0.0,0.0
10.830704689025879,98078.0,0.0,0.0
10.889798164367676,97986.0,0.0,0.0
10.94973611831665,97469.0,0.0,0.0
11.009708881378174,97258.0,0.0,0.0
11.069747686386108,96931.0,0.0,0.0
11.129713535308838,96402.0,0.0,0.0
11.189724206924438,96186.0,0.0,0.0
11.248745679855347,95917.0,0.0,0.0
11.30875849723816,96599.0,0.0,0.0
11.36879277229309,97086.0,0.0,0.0
11.428658246994019,97291.0,0.0,0.0
11.487799882888794,97631.0,0.0,0.0
11.54774260520935,97681.0,0.0,0.0
11.607739210128784,97803.0,0.0,0.0
11.667682886123657,97833.0,0.0,0.0
11.727742910385132,98343.0,0.0,0.0
11.787710428237915,98317.0,0.0,0.0
11.846745491027832,98729.0,0.0,0.0
11.906736850738525,99093.0,0.0,0.0
11.966773748397827,98443.0,0.0,0.0
12.026739358901978,98037.0,0.0,0.0
12.086750030517578,98089.0,0.0,0.0
12.14674425125122,98433.0,0.0,0.0
12.206751346588135,98551.0,0.0,0.0
12.266722679138184,98275.0,0.0,0.0
12.326780080795288,98616.0,0.0,0.0
12.386726140975952,99069.0,0.0,0.0
12.446762561798096,98407.0,0.0,0.0
12.506685972213745,98007.0,0.0,0.0
12.566783905029297,97884.0,0.0,0.0
12.624794006347656,98602.0,0.0,0.0
12.684712886810303,99032.0,0.0,0.0
12.744769811630249,98543.0,0.0,0.0
12.80469274520874,98270.0,0.0,0.0
12.864747047424316,97854.0,0.0,0.0
12.924764394760132,96699.0,0.0,0.0
12.984731197357178,94167.0,0.0,0.0
13.04478120803833,92871.0,0.0,0.0
13.104698657989502,93333.0,0.0,0.0
13.163772821426392,95193.0,0.0,0.0
13.223726272583008,97010.0,0.0,0.0
13.283717393875122,97497.0,0.0,0.0
13.34273910522461,97116.0,0.0,0.0
13.402671575546265,96813.0,0.0,0.0
13.463736772537231,97384.0,0.0,0.0
13.52375864982605,96840.0,0.0,0.0
13.58369779586792,96621.0,0.0,0.0
13.64267086982727,97342.0,0.0,0.0
13.702747106552124,97479.0,0.0,0.0
13.762687683105469,96151.0,0.0,0.0
13.8217191696167,95894.0,0.0,0.0
13.881739139556885,97177.0,0.0,0.0
13.941719770431519,97304.0,0.0,0.0
14.001755475997925,97944.0,0.0,0.0
14.061696767807007,98453.0,0.0,0.0
14.121720314025879,98228.0,0.0,0.0
14.181743144989014,97609.0,0.0,0.0
14.241735219955444,98035.0,0.0,0.0
14.301748037338257,98494.0,0.0,0.0
14.36171293258667,98406.0,0.0,0.0
14.4217050075531,98448.0,0.0,0.0
14.481723546981812,99125.0,0.0,0.0
14.539700746536255,99237.0,0.0,0.0
14.59970474243164,98298.0,0.0,0.0
14.659722566604614,96803.0,0.0,0.0
14.719736814498901,97218.0,0.0,0.0
14.779687404632568,97888.0,0.0,0.0
14.839731693267822,98095.0,0.0,0.0
14.899648904800415,97762.0,0.0,0.0
14.959683656692505,97356.0,0.0,0.0
15.019704580307007,97119.0,0.0,0.0
15.079710245132446,97449.0,0.0,0.0
15.139700651168823,97721.0,0.0,0.0
15.199712991714478,97519.0,0.0,0.0
15.257708549499512,97754.0,0.0,0.0
15.317668914794922,97729.0,0.0,0.0
15.378680944442749,96892.0,0.0,0.0
15.43870234489441,96030.0,0.0,0.0
15.498769998550415,96562.0,0.0,0.0
15.558647155761719,98057.0,0.0,0.0
15.617661476135254,98375.0,0.0,0.0
15.677728414535522,98407.0,0.0,0.0
15.737663745880127,98377.0,0.0,0.0
15.797697067260742,98896.0,0.0,0.0
15.857736349105835,99385.0,0.0,0.0
15.917730808258057,99173.0,0.0,0.0
15.977729320526123,98189.0,0.0,0.0
16.03566813468933,96007.0,0.0,0.0
16.095653295516968,96232.0,0.0,0.0
16.155673265457153,97852.0,0.0,0.0
16.215732097625732,99409.0,0.0,0.0
16.27577781677246,99048.0,0.0,0.0
16.33576488494873,97069.0,0.0,0.0
16.395644426345825,91925.0,0.0,0.0
16.455692052841187,87672.0,0.0,0.0
16.51572060585022,90765.0,0.0,0.0
16.57569980621338,94188.0,0.0,0.0
16.635711193084717,96945.0,0.0,0.0
16.695688009262085,97527.0,0.0,0.0
16.75568985939026,98291.0,0.0,0.0
16.813677072525024,98380.0,0.0,0.0
16.873626708984375,98297.0,0.0,0.0
16.93464946746826,99341.0,0.0,0.0
16.993727207183838,99373.0,0.0,0.0
17.0537109375,98285.0,0.0,0.0
17.113697052001953,98098.0,0.0,0.0
17.17364811897278,97677.0,0.0,0.0
17.23273015022278,97774.0,0.0,0.0
17.29269576072693,98875.0,0.0,0.0
17.35271167755127,99970.0,0.0,0.0
17.412694215774536,99817.0,0.0,0.0
17.472679376602173,99692.0,0.0,0.0
17.532682418823242,100369.0,0.0,0.0
17.59268021583557,99932.0,0.0,0.0
17.652761459350586,97928.0,0.0,0.0
17.712714672088623,96156.0,0.0,0.0
17.772687673568726,97596.0,0.0,0.0
17.8326473236084,99354.0,0.0,0.0
17.892675399780273,98945.0,0.0,0.0
17.952717781066895,96976.0,0.0,0.0
18.010685205459595,97041.0,0.0,0.0
18.070722579956055,97654.0,0.0,0.0
18.13068699836731,100280.0,0.0,0.0
18.19071650505066,101868.0,0.0,0.0
18.250687837600708,102255.0,0.0,0.0
18.310731649398804,102756.0,0.0,0.0
18.3706533908844,102571.0,0.0,0.0
18.430691242218018,101860.0,0.0,0.0
18.490666151046753,101439.0,0.0,0.0
18.55067467689514,100793.0,0.0,0.0
18.610740423202515,101048.0,0.0,0.0
18.670670986175537,102638.0,0.0,0.0
18.730698823928833,102634.0,0.0,0.0
18.788663387298584,103683.0,0.0,0.0
18.84867024421692,103233.0,0.0,0.0
18.908648014068604,102831.0,0.0,0.0
18.968653440475464,102445.0,0.0,0.0
19.02966547012329,102367.0,0.0,0.0
19.08968997001648,102351.0,0.0,0.0
19.147663831710815,102992.0,0.0,0.0
19.20772075653076,104635.0,0.0,0.0
19.267656087875366,105313.0,0.0,0.0
19.328648328781128,105281.0,0.0,0.0
19.388651132583618,104188.0,0.0,0.0
19.448673725128174,99233.0,0.0,0.0
19.508668899536133,83215.0,0.0,0.0
19.56667160987854,79307.0,0.0,0.0
19.62667441368103,83092.0,0.0,0.0
19.6866557598114,86007.0,0.0,0.0
19.74667525291443,89609.0,0.0,0.0
19.806615591049194,94165.0,0.0,0.0
19.866653442382812,98168.0,0.0,0.0
19.926599502563477,99805.0,0.0,0.0
19.986689805984497,100427.0,0.0,0.0
20.04665184020996,99872.0,0.0,0.0
20.106662273406982,97513.0,0.0,0.0
20.166661500930786,94699.0,0.0,0.0
20.226648569107056,93035.0,0.0,0.0
20.284650325775146,93507.0,0.0,0.0
20.344732999801636,93822.0,0.0,0.0
20.404644012451172,93930.0,0.0,0.0
20.464667797088623,93669.0,0.0,0.0
20.525651216506958,94054.0,0.0,0.0
20.585718870162964,93697.0,0.0,0.0
20.64564323425293,95045.0,0.0,0.0
20.703599452972412,96191.0,0.0,0.0
20.763638496398926,97169.0,0.0,0.0
20.823631763458252,98947.0,0.0,0.0
20.883604764938354,100512.0,0.0,0.0
20.943660497665405,100845.0,0.0,0.0
21.003610372543335,101070.0,0.0,0.0
21.06373405456543,100824.0,0.0,0.0
21.123590230941772,100668.0,0.0,0.0
21.1836519241333,100659.0,0.0,0.0
21.243692874908447,101021.0,0.0,0.0
21.30363941192627,101211.0,0.0,0.0
21.36363959312439,101186.0,0.0,0.0
21.42368984222412,101042.0,0.0,0.0
21.48164677619934,100948.0,0.0,0.0
21.541597366333008,100787.0,0.0,0.0
21.602585554122925,100678.0,0.0,0.0
21.662590742111206,101043.0,0.0,0.0
21.722620964050293,101300.0,0.0,0.0
21.782652139663696,100887.0,0.0,0.0
21.84069299697876,101028.0,0.0,0.0
21.900660276412964,101085.0,0.0,0.0
21.960623741149902,101198.0,0.0,0.0
22.020556211471558,101379.0,0.0,0.0
22.08065438270569,101071.0,0.0,0.0
22.140610456466675,100442.0,0.0,0.0
22.200639247894287,100171.0,0.0,0.0
22.260626077651978,100361.0,0.0,0.0
22.320636987686157,100663.0,0.0,0.0
22.38066840171814,100348.0,0.0,0.0
22.440649032592773,100548.0,0.0,0.0
22.500618934631348,100590.0,0.0,0.0
22.560657739639282,100809.0,0.0,0.0
22.618671655654907,100643.0,0.0,0.0
22.678654432296753,100832.0,0.0,0.0
22.738620042800903,100835.0,0.0,0.0
22.798672199249268,100866.0,0.0,0.0
22.85867476463318,101133.0,0.0,0.0
22.91856861114502,101115.0,0.0,0.0
22.978622674942017,100949.0,0.0,0.0
23.038636684417725,100780.0,0.0,0.0
23.09862232208252,100866.0,0.0,0.0
23.1585693359375,100973.0,0.0,0.0
23.217594623565674,101003.0,0.0,0.0
23.27757430076599,101060.0,0.0,0.0
23.337573528289795,100733.0,0.0,0.0
23.397563457489014,100792.0,0.0,0.0
23.457557916641235,100745.0,0.0,0.0
23.51763653755188,100860.0,0.0,0.0
23.577614307403564,100859.0,0.0,0.0
23.637579917907715,100774.0,0.0,0.0
23.696626663208008,100823.0,0.0,0.0
23.756656885147095,100761.0,0.0,0.0
23.816606760025024,100942.0,0.0,0.0
23.876654386520386,100958.0,0.0,0.0
23.93657350540161,100825.0,0.0,0.0
23.996652603149414,101015.0,0.0,0.0
24.056658267974854,101137.0,0.0,0.0
24.114625692367554,101043.0,0.0,0.0
24.174588441848755,100980.0,0.0,0.0
24.23465061187744,100847.0,0.0,0.0
24.294638872146606,100742.0,0.0,0.0
24.355583906173706,100812.0,0.0,0.0
24.415582418441772,100880.0,0.0,0.0
24.475646495819092,100632.0,0.0,0.0
24.533609628677368,100515.0,0.0,0.0
24.59360694885254,100578.0,0.0,0.0
24.653584718704224,100590.0,0.0,0.0
24.71364426612854,100707.0,0.0,0.0
24.773622035980225,100533.0,0.0,0.0
24.833608150482178,100361.0,0.0,0.0
24.893601655960083,100302.0,0.0,0.0
24.953574180603027,100495.0,0.0,0.0
25.013614654541016,100481.0,0.0,0.0
25.073601484298706,100300.0,0.0,0.0
25.13363242149353,99903.0,0.0,0.0
25.19363760948181,99923.0,0.0,0.0
25.251569271087646,100048.0,0.0,0.0
25.312650442123413,100237.0,0.0,0.0
25.372554779052734,100542.0,0.0,0.0
25.432544469833374,100762.0,0.0,0.0
25.492635011672974,100856.0,0.0,0.0
25.55259656906128,101037.0,0.0,0.0
25.61255669593811,101100.0,0.0,0.0
25.670605897903442,100951.0,0.0,0.0
25.73063898086548,100685.0,0.0,0.0
25.79060125350952,100846.0,0.0,0.0
25.850579500198364,100890.0,0.0,0.0
25.91055154800415,100889.0,0.0,0.0
25.970574378967285,101160.0,0.0,0.0
26.030581951141357,101409.0,0.0,0.0
26.090585947036743,101566.0,0.0,0.0
26.150643587112427,101474.0,0.0,0.0
26.210590600967407,101228.0,0.0,0.0
26.270590782165527,101100.0,0.0,0.0
26.33062505722046,100819.0,0.0,0.0
26.388591289520264,100611.0,0.0,0.0
26.44858479499817,100443.0,0.0,0.0
26.508543491363525,100471.0,0.0,0.0
26.568533182144165,100511.0,0.0,0.0
26.62958574295044,100560.0,0.0,0.0
26.689578533172607,100590.0,0.0,0.0
26.749581813812256,100572.0,0.0,0.0
26.80758261680603,100429.0,0.0,0.0
26.867612838745117,100376.0,0.0,0.0
26.927571058273315,100311.0,0.0,0.0
26.987547159194946,99598.0,0.0,0.0
27.047546863555908,99469.0,0.0,0.0
27.107524156570435,99593.0,0.0,0.0
27.167524337768555,99819.0,0.0,0.0
27.226559162139893,99951.0,0.0,0.0
27.28657865524292,100051.0,0.0,0.0
27.34656071662903,100058.0,0.0,0.0
27.40652346611023,100191.0,0.0,0.0
27.466527462005615,100315.0,0.0,0.0
27.525579929351807,100274.0,0.0,0.0
27.585601806640625,100129.0,0.0,0.0
27.645562171936035,99569.0,0.0,0.0
27.705496549606323,99506.0,0.0,0.0
27.7655827999115,99494.0,0.0,0.0
27.82551908493042,99331.0,0.0,0.0
27.886589527130127,99236.0,0.0,0.0
27.944578886032104,99298.0,0.0,0.0
28.004624366760254,99434.0,0.0,0.0
28.064589262008667,99360.0,0.0,0.0
28.12450671195984,99269.0,0.0,0.0
28.18454599380493,99129.0,0.0,0.0
28.24457859992981,98518.0,0.0,0.0
28.30458164215088,98169.0,0.0,0.0
28.36455512046814,98392.0,0.0,0.0
28.42453098297119,98571.0,0.0,0.0
28.484538078308105,98676.0,0.0,0.0
28.54452633857727,98695.0,0.0,0.0
28.603519678115845,98953.0,0.0,0.0
28.663509368896484,99099.0,0.0,0.0
28.723596572875977,99230.0,0.0,0.0
28.783541440963745,99293.0,0.0,0.0
28.84364628791809,98954.0,0.0,0.0
28.90355348587036,97996.0,0.0,0.0
28.963529109954834,97955.0,0.0,0.0
29.023605585098267,98586.0,0.0,0.0
29.08150029182434,99060.0,0.0,0.0
29.141512155532837,99138.0,0.0,0.0
29.201550245285034,99155.0,0.0,0.0
29.261518478393555,99350.0,0.0,0.0
29.322550058364868,99624.0,0.0,0.0
29.38254404067993,99790.0,0.0,0.0
29.44250726699829,99973.0,0.0,0.0
29.500542163848877,99745.0,0.0,0.0
29.56050205230713,99495.0,0.0,0.0
29.621567964553833,99840.0,0.0,0.0
29.68155336380005,99757.0,0.0,0.0
29.741498947143555,99640.0,0.0,0.0
29.801480770111084,99535.0,0.0,0.0
29.860493898391724,99433.0,0.0,0.0
29.91947627067566,99452.0,0.0,0.0
29.980538606643677,99259.0,0.0,0.0
30.0396671295166,99213.0,0.0,0.0
30.100480318069458,99150.0,0.0,0.0
30.160483837127686,98418.0,0.0,0.0
30.219472885131836,97998.0,0.0,0.0
30.278489351272583,98086.0,0.0,0.0
30.338478088378906,98197.0,0.0,0.0
30.399526357650757,98384.0,0.0,0.0
30.458476305007935,98744.0,0.0,0.0
30.519494771957397,99163.0,0.0,0.0
30.578476428985596,99333.0,0.0,0.0
30.63747811317444,99507.0,0.0,0.0
30.698482513427734,99658.0,0.0,0.0
30.75845980644226,99857.0,0.0,0.0
30.817490339279175,99416.0,0.0,0.0
30.878469944000244,99425.0,0.0,0.0
30.937477111816406,99633.0,0.0,0.0
30.996528148651123,99966.0,0.0,0.0
31.05755043029785,99919.0,0.0,0.0
31.116493701934814,99901.0,0.0,0.0
31.17747211456299,99779.0,0.0,0.0
31.23654294013977,99975.0,0.0,0.0
31.297484636306763,100056.0,0.26,0.0
31.35751438140869,100072.0,0.26,0.0
31.415491104125977,100210.0,0.26,0.0
31.4764986038208,99702.0,0.26,0.0
31.53549289703369,99294.0,0.26,0.0
31.596540689468384,99385.0,0.26,0.0
31.655469179153442,99393.0,0.26,0.0
31.716490983963013,99168.0,0.26,0.0
31.77547836303711,99089.0,0.26,0.0
31.834548234939575,99145.0,0.26,0.0
31.89449143409729,99210.0,0.26,0.0
31.95550012588501,99295.0,0.26,0.0
32.014527797698975,99392.0,0.26,0.0
32.074519872665405,99351.0,0.26,0.0
32.134554386138916,98875.0,0.26,0.0
32.19451928138733,98869.0,0.26,0.0
32.254526138305664,98835.0,0.26,0.0
32.314443826675415,98516.0,0.26,0.0
32.37452793121338,98648.0,0.26,0.0
32.434486865997314,98477.0,0.26,0.0
32.494529724121094,99200.0,0.26,0.0
32.552531480789185,99319.0,0.26,0.0
32.612526655197144,99507.0,0.26,0.0
32.67244601249695,99346.0,0.26,0.0
32.732518434524536,99341.0,0.26,0.0
32.79245662689209,99075.0,0.26,0.0
32.85247492790222,98915.0,0.26,0.0
32.9124493598938,98722.0,0.26,0.0
32.9724497795105,98750.0,0.26,0.0
33.03244590759277,99045.0,0.26,0.0
33.09251093864441,98847.0,0.26,0.0
33.15249061584473,98934.0,0.26,0.0
33.21248245239258,99120.0,0.26,0.0
33.27243685722351,99270.0,0.26,0.0
33.33053135871887,99422.0,0.26,0.0
33.39047312736511,99629.0,0.26,0.0
33.45043587684631,99421.0,0.26,0.0
33.510472774505615,99400.0,0.26,0.0
33.57048010826111,99638.0,0.26,0.0
33.63048076629639,99753.0,0.26,0.0
33.69047784805298,99852.0,0.26,0.0
33.750468015670776,99785.0,0.26,0.0
33.81046676635742,99742.0,0.26,0.0
33.86948370933533,99630.0,0.26,0.0
33.92946124076843,99585.0,0.26,0.0
33.98944568634033,99532.0,0.26,0.0
34.05041170120239,99519.0,0.26,0.0
34.10847330093384,99298.0,0.26,0.0
34.16941213607788,99265.0,0.26,0.0
34.22943711280823,99283.0,0.26,0.0
34.28842067718506,99210.0,0.26,0.0
34.34950113296509,99201.0,0.26,0.0
34.408506631851196,99065.0,0.26,0.0
34.46842002868652,99207.0,0.26,0.0
34.52741575241089,99321.0,0.26,0.0
34.587443113327026,99376.0,0.26,0.0
34.648433446884155,99410.0,0.26,0.0
34.70743179321289,99513.0,0.26,0.0
34.76843190193176,99062.0,0.26,0.0
34.827430963516235,99026.0,0.26,0.0
34.88642168045044,99308.0,0.26,0.0
34.94744157791138,99311.0,0.26,0.0
35.00644111633301,99452.0,0.26,0.0
35.067442417144775,99617.0,0.26,0.0
35.126434564590454,99740.0,0.26,0.0
35.18743824958801,99831.0,0.26,0.0
35.24644947052002,99936.0,0.26,0.0
35.3054301738739,99963.0,0.26,0.0
35.36644172668457,100065.0,0.26,0.0
35.42645978927612,100009.0,14.53,0.0
35.48645567893982,99770.0,14.53,0.0
35.54648447036743,99894.0,14.53,0.0
35.60445284843445,99976.0,14.53,0.0
35.66451930999756,100071.0,14.53,0.0
35.72446084022522,99910.0,14.53,0.0
35.78447484970093,99599.0,14.53,0.0
35.84448218345642,99463.0,14.53,0.0
35.90444278717041,99480.0,14.53,0.0
35.96449017524719,99586.0,14.53,0.0
36.024561166763306,99561.0,14.53,0.0
36.08444929122925,99216.0,14.53,0.0
36.144519567489624,98946.0,14.53,0.0
36.20453405380249,99056.0,14.53,0.0
36.26447415351868,99042.0,14.53,0.0
36.32445216178894,99233.0,14.53,0.0
36.38243532180786,99235.0,14.53,0.0
36.44244027137756,99070.0,14.53,0.0
36.50244212150574,99498.0,14.53,0.0
36.56244921684265,99280.0,14.53,0.0
36.6224627494812,99674.0,14.53,0.0
36.68247199058533,99773.0,14.53,0.0
36.74244570732117,99487.0,14.53,0.0
36.802438259124756,99583.0,14.53,0.0
36.862443923950195,99618.0,14.53,0.0
36.922497272491455,99682.0,14.53,0.0
36.98244571685791,99725.0,14.53,0.0
37.042436361312866,99709.0,14.53,0.0
37.102447271347046,99672.0,14.53,0.0
37.16045570373535,99801.0,14.53,0.0
37.22046899795532,99763.0,14.53,0.0
37.28046989440918,99775.0,14.53,0.0
37.34044885635376,99937.0,31.35,30.0
37.40046954154968,99928.0,31.35,30.0
37.46048069000244,99761.0,31.35,30.0
37.520472049713135,99862.0,31.35,30.0
37.580482006073,99888.0,31.35,30.0
37.64046549797058,99876.0,31.35,30.0
37.70047998428345,99783.0,31.35,30.0
37.760502576828,99687.0,31.35,30.0
37.82045030593872,99637.0,31.35,30.0
37.878474950790405,99536.0,31.35,30.0
37.938477993011475,99562.0,31.35,30.0
37.99844312667847,99572.0,31.35,30.0
38.05847668647766,99198.0,31.35,30.0
38.1185028553009,98861.0,31.35,30.0
38.17845439910889,98843.0,31.35,30.0
38.23845648765564,98867.0,31.35,30.0
38.29845833778381,98845.0,31.35,30.0
38.35847091674805,98845.0,31.35,30.0
38.418452739715576,98929.0,31.35,30.0
38.47844338417053,99193.0,31.35,30.0
38.538482666015625,99389.0,31.35,30.0
38.598443269729614,99314.0,31.35,30.0
38.656468868255615,99286.0,31.35,30.0
38.71645402908325,99266.0,31.35,30.0
38.776482820510864,99030.0,31.35,30.0
38.836467266082764,98921.0,31.35,30.0
38.89646315574646,98966.0,31.35,30.0
38.95647168159485,99235.0,31.35,30.0
39.016496419906616,99330.0,31.35,30.0
39.07645916938782,99563.0,31.35,30.0
39.136486768722534,99735.0,31.35,30.0
39.196467876434326,99986.0,31.35,30.0
39.25643491744995,100068.0,31.35,30.0
39.31644606590271,100105.0,31.35,30.0
39.37646770477295,100036.0,31.35,30.0
39.43443489074707,99892.0,31.35,30.0
39.49445390701294,99818.0,31.35,30.0
39.554420709609985,99487.0,27.1,30.0
39.61447191238403,99258.0,27.1,30.0
39.67446517944336,99218.0,27.1,30.0
